Id,Predicted
215,853337776
216,904556787
217,747300733
218,342793314
219,331053283
220,901179871
221,427599673
222,454979195
223,881478113
224,194055921
225,231032510
226,639691769
227,758858022
228,795922211
229,945811067
230,511566503
231,557099414
232,738497949
233,417092968
234,856076269
235,382620898
236,591038963
237,102645699
238,296523525
239,855329853
240,463267392
241,81635673
242,320407508
243,187723991
244,242676368
245,766542290
246,415166421
247,592117917
248,816209710
249,568197001
250,63294618
251,265994695
252,26316604
253,763947372
254,346834792
255,205482405
256,111381298
257,818946142
258,911245166
259,96955713
260,380527785
261,410565291
262,38641675
263,536762428
264,872799492
265,405935098
266,580415158
267,829075065
268,750713965
269,42608206
270,499223544
271,611867410
272,178192562
273,562348683
274,770359038
275,561016079
276,432865134
277,548046086
278,392490311
279,422527086
280,2749717
281,213754524
282,257779686
283,622887399
284,417307219
285,897856716
286,631375326
287,707541507
288,562871105
289,9353061
290,990278421
291,857492980
292,232452086
293,677275692
294,971585377
295,734031033
296,659917808
297,353227545
298,180104999
299,901582089
300,788547537
301,617046420
302,605350687
303,78686338
304,23961848
305,435594041
306,397907613
307,467099306
308,221427313
309,124670122
310,755174919
311,409018409
312,657536185
313,264051427
314,666482894
315,622434523
316,736261091
317,815655832
318,267585172
319,264608544
320,179384714
321,694831390
322,554525910
323,73672947
324,451304486
325,44770394
326,206881984
327,838358354
328,168212271
329,464048434
330,270380168
331,445845094
332,241649053
333,437288467
334,448889329
335,757739764
336,506434625
337,218949873
338,755787610
339,564176795
340,582972279
341,420242522
342,274704619
343,866045010
344,723928487
345,549165834
346,779638617
347,735339191
348,395287594
349,753672842
350,964448704
351,3636640
352,341781503
353,17959256
354,31722008
355,28698739
356,886694363
357,61877523
358,391015871
359,789197516
360,216042256
361,193475891
362,216475038
363,557567206
364,397127888
365,364662473
366,613823845
367,400980812
368,881470269
369,679994304
370,146733402
371,760451671
372,242109409
373,608591412
374,472563787
375,358060014
376,895286000
377,149175872
378,837481229
379,682304528
380,556496105
381,198235874
382,180950297
383,301578921
384,180920845
385,371314783
386,599601089
387,255773481
388,138231090
389,527425204
390,920471413
391,776001644
392,371767139
393,246588041
394,133623986
395,582451549
396,292093417
397,510496561
398,434138610
399,10362607
400,154928154
401,836305459
402,623479365
403,214127060
404,673448077
405,113544915
406,620236798
407,699516546
408,614968097
409,394159664
410,830245106
411,434033659
412,131995997
413,885673050
414,126074328
415,785388511
416,577662116
417,397476096
418,185897528
419,538100299
420,555524042
421,490241562
422,941732986
423,238223862
424,953746295
425,578463007
426,887061386
427,116201248
428,713655016
429,236118857
430,993817999
431,837838274
432,82667655
433,955461462
434,988759874
435,333406087
436,101597658
437,608931158
438,739208026
439,954867732
440,76334155
441,864195336
442,498164623
443,211229708
444,783896646
445,802312497
446,758805169
447,332018536
448,162864691
449,989021320
450,468345700
451,908882317
452,238182595
453,249154721
454,351284964
455,865317297
456,30339098
457,394178916
458,92021613
459,4519429
460,198922059
461,152857487
462,126846387
463,385360938
464,170548147
465,555040438
466,795309304
467,776491877
468,501167527
469,18578265
470,600961848
471,438566696
472,222743547
473,389361013
474,331474154
475,484595802
476,924307427
477,184482340
478,788127197
479,68422120
480,317387945
481,288528581
482,874679981
483,651322660
484,35816124
485,352992807
486,795611723
487,596735072
488,419904923
489,148813893
490,113739042
491,343109217
492,35003921
493,122040574
494,417208149
495,404883724
496,674429005
497,402620513
498,345862030
499,451587554
500,596767059
501,516314362
502,726982637
503,715066564
504,747555649
505,49734820
506,570408075
507,974835065
508,715337715
509,518510703
510,673024787
511,371552390
512,172091252
513,688576002
514,582634746
515,298624453
516,548034003
517,600583945
518,671197636
519,621930313
520,690803146
521,547446061
522,67448048
523,477673736
524,259009978
525,254996244
526,198887660
527,898359757
528,600169605
529,515779812
530,693152426
531,516896245
532,863005629
533,525967572
534,388754769
535,598820460
536,94129837
537,175394882
538,205200760
539,652650621
540,69096884
541,540725712
542,622482313
543,868362468
544,607833988
545,831741710
546,519944368
547,633990821
548,124445608
549,40756260
550,124527080
551,380356145
552,161393142
553,545153548
554,818383007
555,3916111
556,658049604
557,913052623
558,555869295
559,117742163
560,703629321
561,162096460
562,639914869
563,380621072
564,524492613
565,721366022
566,607762618
567,154281509
568,455825484
569,346419324
570,976086585
571,738745597
572,647694311
573,237455491
574,595484151
575,435805481
576,255475527
577,610603828
578,364343225
579,690624889
580,864660314
581,972337876
582,52084430
583,561465692
584,900034285
585,347014476
586,981778292
587,767539468
588,769232175
589,707537834
590,322137429
591,564984065
592,490667528
593,859148581
594,738883732
595,700965163
596,555837384
597,26337836
598,155490561
599,695902836
600,776001966
601,392886270
602,373299925
603,703823116
604,863239369
605,845028166
606,301014675
607,200834554
608,495875245
609,167740483
610,543565689
611,751729783
612,618287495
613,944156919
614,100354059
615,104712081
616,725085950
617,408106972
618,922868280
619,864246931
620,879667065
621,499780003
622,81676437
623,992038589
624,217143601
625,374514301
626,292793392
627,386131641
628,681649318
629,614711140
630,553422971
631,788137567
632,748018658
633,394873847
634,637075155
635,268586304
636,877841434
637,849771861
638,198058261
639,540402811
640,459892517
641,895729799
642,235346137
643,350508627
644,984936526
645,755041514
646,665820344
647,199548435
648,204907513
649,433509160
650,756887345
651,639741626
652,26463649
653,401107256
654,168470694
655,400858861
656,888916916
657,725771744
658,354378222
659,594323632
660,376537791
661,910314057
662,73044224
663,245438826
664,815234935
665,682460178
666,757646649
667,403738287
668,603609881
669,988014702
670,495599283
671,81463378
672,28386718
673,437149901
674,367418943
675,270164546
676,314216784
677,453819786
678,894967659
679,285427880
680,657858348
681,378299166
682,349069862
683,689726677
684,996731302
685,772847716
686,666504575
687,43398004
688,261846846
689,180499036
690,726372598
691,733744260
692,865112177
693,586974714
694,735838695
695,132259738
696,171010172
697,835723389
698,475248782
699,329982188
700,702654085
701,246084813
702,152622117
703,700969380
704,832217223
705,684578915
706,617518483
707,543900665
708,705737642
709,339319859
710,684280379
711,51803541
712,152297831
713,447555114
714,314650206
715,859905210
716,327579400
717,226329510
718,409762456
719,421609145
720,841792768
721,256274302
722,961510895
723,462596652
724,121981850
725,568521236
726,313290758
727,763053429
728,758703744
729,684741606
730,280115931
731,518021133
732,587083420
733,860310320
734,878111138
735,525873941
736,252243406
737,780594964
738,413379131
739,454920110
740,9108475
741,960369859
742,680242880
743,438128543
744,506585336
745,96355129
746,18862753
747,245980349
748,306117317
749,622880761
750,982228710
751,287445408
752,884614056
753,720675666
754,362527488
755,689083931
756,871756187
757,28781746
758,326884790
759,702273023
760,271675026
761,309592952
762,412482469
763,688558247
764,419007263
765,317019348
766,131050719
767,933130186
768,419324642
769,117776175
770,932735263
771,536426004
772,823938659
773,115797911
774,279339536
775,633856010
776,289080238
777,29777337
778,576941876
779,193655219
780,969454429
781,73829595
782,717887713
783,642859918
784,396170086
785,591281254
786,982156752
787,571409222
788,589044562
789,391584371
790,48105164
791,764371645
792,153283393
793,40355552
794,862582772
795,812296655
796,110534987
797,352540020
798,120425238
799,549691242
800,214320308
801,338700671
802,103321253
803,571621474
804,499837568
805,854432140
806,628054722
807,78439068
808,818141913
809,202899863
810,854121952
811,298632946
812,104700109
813,940504138
814,700723840
815,739805799
816,132320231
817,135669191
818,623133062
819,517775651
820,498456350
821,330757235
822,498436256
823,13802421
824,596888220
825,457107533
826,370651214
827,109939482
828,323775968
829,953200464
830,805219068
831,252510231
832,268089777
833,335946579
834,602871476
835,593709644
836,136414579
837,475100670
838,622872813
839,461330843
840,162129736
841,820800830
842,465637355
843,406616655
844,248963735
845,834232513
846,764721467
847,80236178
848,598923868
849,871417601
850,838190793
851,186386344
852,574600926
853,770128463
854,449362440
855,765018475
856,545848882
857,389927019
858,426922171
859,52189853
860,470839581
861,355328802
862,894416584
863,168540281
864,961492425
865,252092023
866,859120308
867,885893640
868,583279064
869,526631628
870,910278185
871,721984458
872,139403081
873,338558365
874,776722460
875,613309470
876,689354679
877,616342847
878,493864967
879,416104179
880,51840371
881,566104610
882,930064319
883,485444423
884,542087665
885,883526180
886,422368093
887,582472932
888,693524754
889,918892134
890,271630018
891,359750893
892,713835201
893,45253162
894,847002162
895,674734515
896,425387627
897,479715128
898,49802123
899,981376585
900,440040401
901,807853137
902,886755212
903,49853038
904,318321323
905,461250592
906,902611642
907,264414516
908,462982318
909,398163263
910,222138716
911,749362927
912,496929115
913,237308342
914,951488017
915,573153016
916,875525943
917,94778512
918,688937588
919,280618918
920,483275211
921,374081005
922,895009129
923,3325727
924,964872202
925,759301667
926,871960177
927,398046058
928,540634757
929,661394019
930,102651297
931,663361606
932,56307963
933,367593322
934,698788269
935,884389710
936,17243838
937,143955637
938,708539276
939,955634918
940,356956026
941,541021888
942,33527090
943,331965547
944,690049475
945,152606924
946,705196260
947,857715246
948,799525133
949,77713583
950,270555301
951,923909557
952,108459628
953,335571755
954,37293880
955,203617480
956,886059961
957,483802442
958,928275003
959,215428036
960,938093191
961,689706821
962,695402204
963,965051827
964,531691125
965,504680310
966,242861731
967,915047598
968,304530001
969,591751624
970,809739737
971,532673803
972,908385179
973,656246845
974,762014462
975,665865165
976,137060827
977,829578478
978,743923424
979,997334239
980,288694611
981,756159518
982,938705607
983,826797974
984,512437379
985,633442510
986,188718645
987,431329277
988,889507851
989,455083613
990,724931015
991,253833574
992,998622304
993,707231660
994,255789219
995,169650373
996,715799263
997,767942224
998,165459974
999,81279826
1000,998539186
1001,259716679
1002,571447401
1003,91234293
1004,404379150
1005,605166261
1006,991585209
1007,503014904
1008,93822545
1009,35801132
1010,370403884
1011,900213119
1012,67643753
1013,303944443
1014,214872880
1015,553737294
1016,388567841
1017,347771395
1018,589517801
1019,407164243
1020,137325248
1021,159473304
1022,720912589
1023,890215796
1024,853081471
1025,106546659
1026,961546718
1027,810360369
1028,208241752
1029,956207190
1030,863067372
1031,572539520
1032,667630768
1033,852928926
1034,108896641
1035,977019515
1036,882047316
1037,499108259
1038,56223704
1039,845367890
1040,566194004
1041,788853009
1042,637372015
1043,724555012
1044,610981932
1045,144896482
1046,370541497
1047,919180643
1048,180210388
1049,808636535
1050,229925720
1051,101825502
1052,541621527
1053,333299641
1054,125204100
1055,751527828
1056,382330066
1057,530229945
1058,740409075
1059,670384940
1060,358627966
1061,118303333
1062,482168301
1063,828279805
1064,630164123
1065,326466490
1066,287321834
1067,785732594
1068,128499052
1069,699400966
1070,39914323
1071,944877249
1072,310034579
1073,356312234
1074,347562192
1075,878563043
1076,143318525
1077,952843760
1078,427195831
1079,987581145
1080,80724394
1081,596116055
1082,850176780
1083,736016181
1084,764506063
1085,962890748
1086,896789922
1087,714722794
1088,217227465
1089,870859642
1090,270110665
1091,782927212
1092,266567281
1093,553058777
1094,919247134
1095,537953806
1096,954498625
1097,885407497
1098,721957354
1099,363076654
1100,680843732
1101,817372505
1102,776641442
1103,303496104
1104,831203646
1105,255756934
1106,53708790
1107,20440337
1108,639262906
1109,651614402
1110,156320258
1111,73391926
1112,33469236
1113,540288080
1114,940505354
1115,780439403
1116,218088231
1117,284574751
1118,744654431
1119,906753820
1120,738633043
1121,271013875
1122,978385864
1123,431190309
1124,781669071
1125,809301649
1126,820788248
1127,641014647
1128,458993650
1129,984830071
1130,778037576
1131,804754820
1132,826190731
1133,714351003
1134,850389434
1135,673177582
1136,385560578
1137,254765232
1138,58546184
1139,58390018
1140,823424450
1141,415036533
1142,79399152
1143,741066110
1144,731804287
1145,721230735
1146,741145818
1147,955798295
1148,64477405
1149,784679775
1150,127782001
1151,704574030
1152,77406174
1153,123270769
1154,42969047
1155,148377356
1156,503542712
1157,685860072
1158,583276017
1159,326915455
1160,712008572
1161,329812337
1162,570796876
1163,456470218
1164,601649424
1165,501664583
1166,595142676
1167,55874806
1168,978964752
1169,370915253
1170,414808749
1171,150615212
1172,170412532
1173,666938279
1174,467916890
1175,805056822
1176,619088924
1177,469022144
1178,242332546
1179,232795980
1180,215782961
1181,199533944
1182,255157007
1183,735136550
1184,114406234
1185,70208449
1186,391594587
1187,717691478
1188,781797579
1189,231562172
1190,353194816
1191,35109353
1192,31902766
1193,875432421
1194,965469627
1195,913925972
1196,794329187
1197,540641372
1198,94885542
1199,703540903
1200,367275542
1201,871785123
1202,925230859
1203,705319044
1204,904836527
1205,81147764
1206,343357845
1207,329817187
1208,888682520
1209,363740433
1210,184299915
1211,832135585
1212,334114274
1213,515465383
1214,85763826
1215,875394505
1216,480492598
1217,4405041
1218,701996861
1219,172335800
1220,716043046
1221,745236073
1222,27029021
1223,455049467
1224,487035608
1225,826768447
1226,577290206
1227,22825208
1228,941339395
1229,442609493
1230,183602406
1231,118128997
1232,56352323
1233,274952967
1234,142546891
1235,380704638
1236,1305810
1237,581493114
1238,477206393
1239,629800331
1240,483944452
1241,235463728
1242,57282297
1243,224520233
1244,831580719
1245,968802218
1246,328586830
1247,252301019
1248,556524640
1249,68438668
1250,401910244
1251,795513448
1252,155888489
1253,775709901
1254,251263006
1255,526188922
1256,895766473
1257,638898541
1258,771492986
1259,878871050
1260,329789421
1261,68897073
1262,445277645
1263,51592213
1264,302054471
1265,347996910
1266,369491218
1267,84975120
1268,184429756
1269,341802452
1270,390946908
1271,269459378
1272,98234093
1273,164270152
1274,101514070
1275,130653050
1276,870291671
1277,45872573
1278,442610397
1279,242809218
1280,473361737
1281,654887457
1282,669069110
1283,120427546
1284,700943282
1285,121811782
1286,422381146
1287,437980842
1288,826454735
1289,16900827
1290,663312344
1291,827766624
1292,996788642
1293,530832235
1294,213895632
1295,505883675
1296,110241360
1297,108495076
1298,658798216
1299,976333615
1300,928817740
1301,785903905
1302,356063767
1303,63247454
1304,174910820
1305,480237831
1306,307229607
1307,521237161
1308,362356505
1309,483004574
1310,636818899
1311,473872226
1312,111863262
1313,406329532
1314,431207834
1315,930281219
1316,700816801
1317,832369838
1318,686867817
1319,629878354
1320,597459769
1321,915853430
1322,117982654
1323,465215054
1324,729446432
1325,189743106
1326,573440744
1327,732956510
1328,236772364
1329,824025590
1330,813202260
1331,462983247
1332,459079138
1333,587625597
1334,394041343
1335,75617683
1336,907334006
1337,763444890
1338,414663284
1339,616975692
1340,969884595
1341,266526346
1342,870196714
1343,822443169
1344,102888590
1345,215343018
1346,366060792
1347,258277592
1348,255118421
1349,206212197
1350,941207393
1351,791334581
1352,277140951
1353,540834476
1354,750738292
1355,636919465
1356,64872167
1357,656957809
1358,357897355
1359,234763843
1360,187506861
1361,12166579
1362,385437726
1363,203127142
1364,749823323
1365,670795653
1366,276364012
1367,621023190
1368,238863027
1369,843969454
1370,914049475
1371,888571766
1372,104985318
1373,632766013
1374,851728214
1375,415475171
1376,827297098
1377,224506040
1378,901362358
1379,387619790
1380,213457516
1381,792166982
1382,831884249
1383,861802649
1384,683857656
1385,346922089
1386,926813631
1387,438582983
1388,290175220
1389,793804471
1390,151249839
1391,763258797
1392,218304223
1393,440496166
1394,678238986
1395,104968425
1396,525659671
1397,209242199
1398,524516149
1399,263917100
1400,862857258
1401,801889647
1402,45622556
1403,56728509
1404,929768047
1405,68051700
1406,40397777
1407,629921359
1408,415948159
1409,826396723
1410,214846908
1411,851510939
1412,175443462
1413,389062319
1414,755382760
1415,30735683
1416,385969257
1417,39194394
1418,761443047
1419,215908733
1420,442464969
1421,711611215
1422,287482573
1423,320394498
1424,335023826
1425,126592476
1426,744340418
1427,326710221
1428,261197558
1429,626793359
1430,409982129
1431,818752539
1432,222676075
1433,967283596
1434,799616902
1435,92149046
1436,356342158
1437,308711533
1438,645189776
1439,92734855
1440,749701148
1441,663593192
1442,234248816
1443,433154162
1444,490685633
1445,45726333
1446,858187302
1447,737586808
1448,701835132
1449,572729517
1450,119860916
1451,564599839
1452,308850786
1453,771706168
1454,850579931
1455,158124071
1456,293525046
1457,338033636
1458,386476396
1459,276555654
1460,181046358
1461,597277258
1462,954246326
1463,349982631
1464,511678851
1465,920229424
1466,916266887
1467,215536502
1468,46817026
1469,341073636
1470,625088586
1471,680868786
1472,459415442
1473,628673573
1474,637302457
1475,165752586
1476,258793405
1477,60987149
1478,36782248
1479,671809148
1480,699814653
1481,152605582
1482,617301612
1483,330359426
1484,426442048
1485,585417454
1486,674526288
1487,778400641
1488,599667257
1489,592397768
1490,157381295
1491,612707850
1492,259815446
1493,44522021
1494,928793116
1495,172060501
1496,673224962
1497,490805258
1498,885806887
1499,897594002
1500,413302025
1501,401466135
1502,689078583
1503,521276277
1504,925950414
1505,864215989
1506,851742207
1507,332509336
1508,329376152
1509,983672891
1510,937651976
1511,772855830
1512,198267198
1513,233900715
1514,618999510
1515,608890620
1516,82348129
1517,14073197
1518,343306018
1519,933177334
1520,509309834
1521,657263000
1522,359789489
1523,243369934
1524,222114196
1525,142355774
1526,855106874
1527,849439275
1528,400673783
1529,759089221
1530,948471277
1531,859024670
1532,617906532
1533,976217155
1534,296144141
1535,990910452
1536,280165440
1537,762798567
1538,55302440
1539,466627535
1540,302043250
1541,612611685
1542,957280858
1543,230179977
1544,765552139
1545,521693040
1546,240188985
1547,745896545
1548,313678405
1549,169001524
1550,190903498
1551,624407273
1552,28312153
1553,550207455
1554,46435355
1555,326745030
1556,542551985
1557,314606641
1558,4671975
1559,196572077
1560,137384689
1561,55159439
1562,94494431
1563,70531633
1564,572739920
1565,801654820
1566,655269636
1567,716724437
1568,402919895
1569,966999431
1570,175717531
1571,351310309
1572,526404074
1573,996631656
1574,242153271
1575,483234715
1576,720028853
1577,971060683
1578,346104412
1579,337080326
1580,907542250
1581,411530558
1582,301303102
1583,104043585
1584,912533587
1585,538809259
1586,20053266
1587,271036264
1588,445738187
1589,235102747
1590,398972793
1591,277912032
1592,76717055
1593,959094037
1594,64110725
1595,752818015
1596,939911565
1597,864107255
1598,725439443
1599,575671357
1600,925073153
1601,369396706
1602,890721856
1603,19760784
1604,102067998
1605,434560929
1606,688753589
1607,221473169
1608,130056715
1609,787081767
1610,551980166
1611,228145089
1612,401049039
1613,352988426
1614,508489205
1615,874039393
1616,667833513
1617,140646536
1618,833377598
1619,734446761
1620,906282178
1621,827672217
1622,809493704
1623,407912266
1624,162030256
1625,300971140
1626,347554533
1627,376586941
1628,131530842
1629,399902586
1630,215637936
1631,694704336
1632,227484590
1633,112568517
1634,628049789
1635,755182084
1636,878644398
1637,475227628
1638,943566187
1639,384348464
1640,813995099
1641,424834419
1642,223050623
1643,514793959
1644,81308147
1645,854703252
1646,396446182
1647,686347824
1648,550071305
1649,123297412
1650,789142726
1651,625179645
1652,648793331
1653,266143177
1654,757719083
1655,151025903
1656,86683667
1657,160868872
1658,185060231
1659,662541535
1660,309707126
1661,895368938
1662,584849490
1663,450776499
1664,441013581
1665,589092989
1666,565435706
1667,90777334
1668,455742648
1669,917459880
1670,403075440
1671,161313724
1672,340203381
1673,589396764
1674,474550156
1675,542730060
1676,985428950
1677,28003160
1678,299158408
1679,542922002
1680,565106338
1681,504340012
1682,940083025
1683,101438042
1684,147881022
1685,974343751
1686,515133305
1687,321706068
1688,294036663
1689,868865360
1690,566862194
1691,581384924
1692,386549792
1693,86834435
1694,42058481
1695,470840972
1696,446519500
1697,441548247
1698,630613981
1699,809749660
1700,182972124
1701,810085807
1702,213765724
1703,991822076
1704,27040935
1705,235846926
1706,171713142
1707,907656517
1708,900520822
1709,234216277
1710,300610258
1711,695715052
1712,468797988
1713,551352460
1714,88932870
1715,571425077
1716,628154627
1717,626102064
1718,103220744
1719,984405887
1720,977448618
1721,5038728
1722,233194797
1723,353820231
1724,24168214
1725,960627202
1726,546249284
1727,631850880
1728,874861723
1729,562512417
1730,501318990
1731,945302185
1732,159942201
1733,451933537
1734,272121413
1735,565326643
1736,942867136
1737,569263030
1738,929773955
1739,455276456
1740,363693139
1741,84670727
1742,234786107
1743,646680098
1744,767005628
1745,781912882
1746,788426636
1747,693343874
1748,64223519
1749,145246242
1750,293465777
1751,453578484
1752,80278909
1753,399467100
1754,674292414
1755,450550583
1756,634671769
1757,753075365
1758,806406273
1759,60759347
1760,106899625
1761,94563622
1762,605285107
1763,780638036
1764,236262253
1765,391831194
1766,224626882
1767,821280551
1768,906041360
1769,44723202
1770,113966970
1771,281293001
1772,662055275
1773,440694634
1774,685670330
1775,147770267
1776,715588635
1777,963599403
1778,341298698
1779,375397560
1780,180697075
1781,705604408
1782,607352777
1783,293676984
1784,295886910
1785,132228602
1786,130389421
1787,592279103
1788,380169830
1789,950507049
1790,281513824
1791,134519499
1792,273492581
1793,430279989
1794,120246707
1795,848960337
1796,11541656
1797,428606902
1798,467766507
1799,949136924
1800,484922981
1801,367305566
1802,839526562
1803,731409278
1804,832716605
1805,413616125
1806,987247302
1807,200938683
1808,320406383
1809,113990147
1810,800283431
1811,775789258
1812,452184668
1813,731004689
1814,316366120
1815,319154513
1816,67631996
1817,533401359
1818,591720192
1819,749708917
1820,172771773
1821,289250378
1822,180556311
1823,480084461
1824,255499965
1825,212239642
1826,973938166
1827,933472213
1828,835389784
1829,611088787
1830,148024662
1831,388348889
1832,997871375
1833,492088248
1834,971687107
1835,401328411
1836,662786505
1837,364763324
1838,223501398
1839,58138472
1840,337318248
1841,500663240
1842,968115209
1843,302722093
1844,103295675
1845,895275210
1846,441990180
1847,594464194
1848,588873541
1849,183063496
1850,798519103
1851,143543151
1852,674586973
1853,755633478
1854,462518109
1855,974407357
1856,683781153
1857,333020706
1858,844093858
1859,67376789
1860,807416013
1861,238104973
1862,161885722
1863,828369569
1864,513245916
1865,624149371
1866,125682978
1867,136753526
1868,689374349
1869,905464355
1870,228416993
1871,221322757
1872,272183603
1873,641196806
1874,397528409
1875,614399191
1876,108639470
1877,122244094
1878,755709334
1879,434059155
1880,802970922
1881,911293138
1882,241020529
1883,244484928
1884,297724804
1885,585984473
1886,836383595
1887,744441312
1888,939195520
1889,935201306
1890,158448158
1891,533877191
1892,777229717
1893,858483587
1894,155834062
1895,208652091
1896,849405980
1897,218567063
1898,666748552
1899,33387747
1900,199589512
1901,897047345
1902,585978462
1903,442444664
1904,380861825
1905,303168972
1906,391257404
1907,619023677
1908,192825428
1909,585739468
1910,779007955
1911,402392518
1912,403283513
1913,798168410
1914,159458844
1915,773237374
1916,204294643
1917,266631488
1918,761137141
1919,167139452
1920,152602440
1921,411359568
1922,94735442
1923,866176542
1924,344440273
1925,271052752
1926,526354058
1927,718649578
1928,574710941
1929,980419446
1930,710118203
1931,436934200
1932,230541369
1933,450840418
1934,630170180
1935,723457318
1936,669212288
1937,504157860
1938,2036570
1939,474798676
1940,830462924
1941,709589456
1942,783370419
1943,313917410
1944,833170688
1945,173767437
1946,544068424
1947,700503614
1948,306405863
1949,533902649
1950,445763125
1951,869454902
1952,204861289
1953,404073615
1954,580690084
1955,847477969
1956,858657053
1957,524640594
1958,419930084
1959,797815156
1960,7520175
1961,864784647
1962,121026306
1963,943096009
1964,569339296
1965,928171698
1966,444976522
1967,316313845
1968,893094367
1969,511741598
1970,32600282
1971,589927312
1972,246161333
1973,167622183
1974,790281101
1975,233086955
1976,285991824
1977,618168343
1978,135083644
1979,246986773
1980,266167840
1981,374126081
1982,849245919
1983,728340786
1984,726831442
1985,805921574
1986,294046460
1987,510984596
1988,419489434
1989,918075238
1990,733046515
1991,135601949
1992,216193056
1993,76740791
1994,514707236
1995,397576299
1996,753092668
1997,940369312
1998,864381863
1999,722967368
2000,558367437
2001,843498309
2002,35682915
2003,622612711
2004,414530030
2005,883665774
2006,571224375
2007,474354279
2008,705106294
2009,961449255
2010,422738878
2011,883389976
2012,495689949
2013,23629908
2014,680569901
2015,870750230
2016,99372274
2017,759481568
2018,662538944
2019,139899549
2020,876546791
2021,184808
2022,112187727
2023,671463084
2024,19088960
2025,71366001
2026,256395368
2027,896078196
2028,68910858
2029,348761384
2030,472370578
2031,695371014
2032,920890874
2033,267006118
2034,314018844
2035,481057998
2036,60178390
2037,31548355
2038,647684617
2039,602172506
2040,783873475
2041,283688296
2042,647268502
2043,330416348
2044,157081565
2045,968742256
2046,398719443
2047,673636359
2048,453343159
2049,657331724
2050,863901912
2051,267425951
2052,829438499
2053,569797431
2054,953838094
2055,594851684
2056,984567261
2057,553738404
2058,461325078
2059,784304824
2060,553903243
2061,264676039
2062,602927043
2063,235477906
2064,986524051
2065,799843152
2066,920342444
2067,323466298
2068,657715789
2069,35098050
2070,291146202
2071,430994761
2072,965652740
2073,914963592
2074,798906891
2075,558769014
2076,162452063
2077,945791249
2078,212678923
2079,763952297
2080,669603473
2081,142050166
2082,825869738
2083,676766929
2084,627773932
2085,675741230
2086,404481991
2087,345220875
2088,430987334
2089,478936125
2090,994730739
2091,657959309
2092,995179197
2093,49441401
2094,340035631
2095,595241171
2096,511126345
2097,709587533
2098,657388090
2099,558040735
2100,431751600
2101,568142984
2102,523093505
2103,25274169
2104,443803465
2105,435353268
2106,617888419
2107,789151099
2108,173910818
2109,941105012
2110,81432714
2111,18651169
2112,379012591
2113,106215019
2114,226176797
2115,401125607
2116,371162465
2117,616844330
2118,360603793
2119,612023782
2120,426708555
2121,52037288
2122,471846728
2123,362744775
2124,929848096
2125,314385597
2126,517680718
2127,276613933
2128,557131
2129,513817389
2130,77890156
2131,842984435
2132,356895199
2133,554511283
2134,115010901
2135,699463856
2136,161685026
2137,674935449
2138,594447462
2139,492265728
